(41, 52)
(32, 63)
(32, 68)
(32, 79)
(57, 88)
(66, 88)
(80, 86)
(80, 84)
(80, 68)
(80, 63)
(53, 49)
(31, 49)
(27, 70)
(27, 73)
(39, 83)
(57, 83)
(66, 83)
(81, 83)
(83, 38)
(81, 38)
(61, 64)
(61, 79)
(61, 84)
(61, 89)
(66, 93)
(81, 93)
(83, 93)
(91, 91)
(91, 65)
(60, 45)
(53, 45)
(49, 45)
(39, 45)
(37, 63)
(37, 68)
(37, 71)
(37, 79)
(37, 84)
(37, 89)
(37, 94)
(57, 98)
(59, 98)
(63, 95)
(63, 73)
(63, 68)
(63, 67)
(63, 65)
(63, 55)
(63, 54)
(63, 51)
(63, 48)
(63, 44)
(63, 37)
(63, 33)
(60, 29)
(59, 29)
(56, 29)
(55, 29)
(51, 34)
(51, 41)
(51, 44)
(51, 51)
(51, 53)
(51, 55)
(51, 59)
(51, 61)
(51, 63)
(51, 64)
(51, 70)
(51, 79)
(57, 79)
(59, 79)
(62, 79)
(64, 79)
(66, 79)
(67, 79)
(68, 79)
(78, 79)
(81, 79)
(86, 79)
(88, 79)
(90, 79)
(92, 79)
(94, 79)
(96, 65)
(96, 63)
(96, 44)
(96, 42)
(96, 37)
(96, 28)
(92, 24)
(84, 24)
(78, 24)
(63, 24)
(59, 24)
(55, 24)
(50, 24)
(47, 24)
(42, 24)
(42, 30)
(42, 34)
(42, 44)
(42, 51)
(46, 59)
(56, 59)
(59, 59)
(62, 59)
(64, 59)
(66, 59)
(67, 59)
(68, 59)
(76, 54)
(76, 48)
(76, 44)
(76, 37)
(76, 33)
(60, 31)
(59, 31)
(56, 31)
(55, 31)
(50, 31)
(47, 31)
(44, 31)
(41, 31)
(31, 31)
(25, 31)
(24, 31)
(17, 31)
(15, 32)
(15, 34)
(15, 44)
(15, 51)
(15, 63)
(15, 73)
(15, 84)
(57, 85)
(62, 85)
(64, 85)
(66, 85)
(68, 81)
(68, 73)
(68, 68)
(68, 67)
(68, 65)
(68, 63)
(68, 57)
(68, 55)
(68, 54)
(68, 53)
(68, 51)
(68, 48)
(68, 46)
(68, 44)
(68, 43)
(68, 40)
(68, 37)
(68, 33)
(68, 30)
(68, 29)
(68, 28)
(68, 25)
(68, 23)
(68, 22)
(68, 9)
(67, 6)
(57, 6)
(50, 6)
(41, 6)
(31, 6)
(31, 11)
(31, 15)
(31, 25)
(31, 30)
(31, 32)
(35, 33)
(44, 33)
(46, 33)
(50, 33)
(55, 33)
(58, 33)
(62, 33)
(64, 33)
(67, 33)
(69, 33)
(77, 33)
(83, 33)
(85, 33)
(86, 33)
(88, 33)
(88, 32)
(88, 31)
(88, 28)
(88, 25)
(88, 23)
(88, 17)
(80, 14)
(78, 14)
(67, 14)
(57, 14)
(50, 14)
(44, 30)
(44, 32)
(44, 34)
(44, 36)
(44, 38)
(44, 41)
(44, 44)
(44, 51)
(44, 53)
(46, 53)
(56, 53)
(59, 53)
(62, 53)
(64, 53)
(66, 53)
(67, 53)
(69, 53)
(77, 53)
(81, 53)
(81, 48)
(81, 47)
(81, 44)
(81, 42)
(81, 40)
(81, 37)
(81, 32)
(81, 28)
(81, 23)
(81, 22)
(81, 17)
(81, 13)
(80, 13)
(78, 13)
(67, 13)
(57, 13)
(50, 13)
(43, 13)
(41, 13)
(30, 13)
(24, 27)
(24, 30)
(24, 32)
(24, 33)
(24, 34)
(24, 35)
(24, 36)
(24, 38)
(24, 39)
(24, 44)
(24, 46)
(24, 50)
(24, 51)
(24, 54)
(24, 70)
(24, 71)
(24, 73)
(24, 80)
(24, 83)
(24, 84)
(24, 86)
(24, 89)
(24, 101)
(45, 113)
(55, 110)
(55, 107)
(55, 95)
(55, 78)
(55, 73)
(55, 71)
(55, 68)
(55, 67)
(55, 65)
(54, 65)
(53, 65)
(50, 65)
(47, 65)
(43, 65)
(41, 65)
(40, 65)
(39, 65)
(36, 65)
(36, 71)
(36, 73)
(36, 77)
(36, 78)
(36, 79)
(36, 80)
(36, 84)
(36, 86)
(36, 87)
(36, 89)
(36, 94)
(36, 97)
(36, 99)
(36, 100)
(36, 103)
(37, 107)
(40, 107)
(41, 107)
(56, 107)
(57, 107)
(63, 107)
(64, 107)
(66, 107)
(73, 107)
(88, 107)
(89, 107)
(90, 107)
(92, 107)
(94, 107)
(97, 107)
(98, 107)
(100, 107)
(104, 107)
(106, 107)
(109, 107)
(111, 105)
(111, 97)
(111, 95)
(111, 91)
(111, 90)
(111, 85)
(111, 78)
(111, 76)
(111, 67)
(111, 65)
(111, 47)
(103, 47)
(83, 47)
(80, 47)
(74, 54)
(74, 55)
(74, 58)
(74, 60)
(74, 61)
(74, 63)
(74, 67)
(74, 68)
(74, 73)
(74, 80)
(74, 81)
(74, 82)
(74, 84)
(74, 86)
(74, 89)
(74, 90)
(74, 94)
(74, 97)
(76, 97)
(77, 97)
(78, 97)
(80, 97)
(84, 97)
(88, 97)
(89, 97)
(90, 97)
(92, 97)
(94, 97)
(97, 97)
(98, 97)
(104, 97)
(106, 97)
(107, 95)
(107, 91)
(107, 90)
(107, 85)
(107, 82)
(107, 78)
(107, 76)
(107, 75)
(107, 67)
(107, 65)
(107, 54)
(107, 46)
(107, 44)
(107, 38)
(107, 37)
(107, 28)
(107, 24)
(103, 40)
(103, 49)
(103, 56)
(103, 63)
(103, 71)
(103, 73)
(108, 76)
(112, 76)
(118, 75)
(118, 67)
(118, 46)
(118, 44)
(118, 37)
(115, 36)
(110, 36)
(108, 36)
(102, 36)
(101, 36)
(84, 36)
(83, 36)
(80, 36)
(74, 36)
(73, 36)
(72, 36)
(67, 36)
(66, 36)
(60, 36)
(59, 36)
(57, 36)
(56, 36)
(55, 36)
(53, 36)
(50, 36)
(47, 36)
(43, 36)
(41, 36)
(40, 36)
(39, 36)
(36, 38)
(36, 42)
(36, 44)
(37, 44)
(39, 44)
(46, 44)
(54, 44)
(56, 44)
(57, 44)
(62, 44)
(64, 44)
(66, 44)
(67, 44)
(69, 44)
(70, 44)
(70, 43)
(70, 40)
(70, 37)
(70, 35)
(70, 32)
(70, 30)
(70, 29)
(70, 28)
(70, 27)
(70, 25)
(70, 23)
(70, 22)
(70, 12)
(70, 11)
(70, 10)
(70, 9)
(67, 9)
(63, 9)
(57, 9)
(55, 9)
(53, 9)
(50, 9)
(43, 9)
(41, 9)
(30, 9)
(23, 9)
(13, 11)
(13, 24)
(13, 27)
(13, 29)
(13, 30)
(13, 32)
(13, 34)
(13, 38)
(13, 39)
(13, 44)
(13, 45)
(13, 46)
(13, 50)
(13, 51)
(13, 54)
(13, 55)
(13, 69)
(13, 71)
(14, 71)
(17, 71)
(22, 71)
(31, 71)
(39, 71)
(41, 71)
(43, 71)
(54, 71)
(56, 71)
(57, 71)
(59, 71)
(62, 71)
(64, 71)
(66, 71)
(67, 71)
(69, 71)
(71, 71)
(73, 71)
(76, 71)
(77, 71)
(77, 68)
(77, 67)
(77, 65)
(77, 63)
(73, 61)
(72, 61)
(67, 61)
(65, 61)
(60, 61)
(59, 61)
(57, 61)
(54, 61)
(53, 61)
(50, 61)
(47, 61)
(43, 61)
(41, 61)
(40, 61)
(39, 61)
(36, 61)
(35, 61)
(33, 61)
(31, 61)
(26, 61)
(26, 68)
(26, 70)
(26, 72)
(26, 73)
(26, 77)
(26, 80)
(26, 83)
(26, 84)
(26, 86)
(26, 89)
(29, 88)
(29, 87)
(29, 78)
(29, 77)
(29, 75)
(29, 68)
(29, 67)
(29, 64)
(29, 60)
(29, 58)
(29, 57)
(29, 52)
(29, 48)
(29, 45)
(29, 43)
(29, 39)
(29, 37)
(29, 34)
(29, 33)
(29, 32)
(29, 30)
(29, 29)
(26, 29)
(25, 29)
(23, 29)
(22, 29)
(21, 29)
(20, 29)
(17, 29)
(16, 29)
(15, 29)
(14, 29)
(12, 29)
(11, 29)
(6, 29)
(5, 29)
(5, 30)
(5, 34)
(5, 38)
(5, 44)
(5, 45)
(5, 46)
(5, 50)
(5, 51)
(5, 55)
(5, 58)
(14, 67)
(17, 67)
(18, 67)
(19, 67)
(22, 67)
(30, 67)
(31, 67)
(39, 67)
(41, 67)
(43, 67)
(46, 67)
(54, 67)
(56, 67)
(57, 67)
(59, 67)
(60, 67)
(62, 67)
(64, 67)
(66, 67)
(67, 67)
(69, 67)
(70, 67)
(71, 67)
(72, 67)
(73, 67)
(76, 67)
(78, 67)
(81, 67)
(82, 67)
(83, 67)
(83, 65)
(83, 63)
(83, 60)
(83, 57)
(83, 53)
(83, 50)
(83, 48)
(83, 46)
(83, 44)
(83, 42)
(83, 40)
(83, 37)
(83, 35)
(83, 32)
(83, 28)
(83, 27)
(83, 25)
(83, 23)
(83, 22)
(80, 21)
(78, 21)
(73, 21)
(72, 21)
(67, 21)
(63, 21)
(59, 21)
(58, 21)
(57, 21)
(53, 21)
(50, 21)
(47, 21)
(43, 21)
(42, 21)
(41, 21)
(35, 25)
(35, 30)
(35, 32)
(35, 34)
(37, 34)
(39, 34)
(46, 34)
(50, 34)
(54, 34)
(55, 34)
(58, 34)
(62, 34)
(64, 34)
(67, 34)
(69, 34)
(71, 34)
(77, 34)
(78, 32)
(78, 28)
(78, 27)
(78, 25)
(78, 23)
(78, 22)
(78, 20)
(73, 19)
(72, 19)
(67, 19)
(63, 19)
(59, 19)
(58, 19)
